premise	hypo	label
Wote wawili walivaa silaha za ngozi boil , adrin ya rangi ya kahawia ya jambazi kutoka ambao na jon ' s ya ngozi ngumu nyeusi ya kijivu .	Adrin hakuwa na silaha .	contradictory
Tommy lilifanyika burudani .	Tommy didn ' t like kuwa	neutral
Lakini mimi nimeshindwa changamina one think-tank msomi killing another .	Inaonekana ni jambo la ajabu kufikiria kuwa msomi wa tank kuua mtu .	neutral
Kushiriki maelezo ya utendaji yanaweza kutoa waajiriwa kwa mtazamo wa maana zaidi kuhusu jinsi shughuli zao za siku kwa siku changa kwenye malengo na malengo ya shirika .	Wafanyakazi wanapata wazo zuri la shughuli zao za kila siku na jinsi wao malengo ya shirika hilo .	entailment
Gauve alikuwa kimya kwa muda mrefu .	Gauve kwani sauti	entailment
Ndiyo , utunzi wa afya ni unfair	Huduma ya afya ni ghali na haki .	neutral
Na uh tulikuwa na maziwa kadhaa nje ya kwamba sisi na kwenda kuvua samaki na kisha kambi na uh kama kila mara mvua au jambo ambalo unajua jambo lilikuwa na makosa na uh prepared .	Kuna maziwa kadhaa sisi uvuvi katika lakini wakati sisi jambo ambalo wange vibaya .	entailment
I kufanya hivyo .	Kuna vitu vichache i kufanya zaidi .	neutral
Lakini hiyo ndiyo hali halisi ambayo ni hali ya ushuru wa mapato ya chini na wastani wakati kuwa na huduma ya mapato ya ndani .	Lakini hiyo ndiyo hali nyingi low ushuru mwisho wakati audited na ' .	entailment
Al gore , kueleza tu wakati yeye kuweka hizo gesi za sarin capsules kwa makini around nchi hiyo wakati wa miaka yake nane kama makamu wa rais .	Al gore anapanga kuweka gesi ya gesi ya sarin ili kupata kisasi juu ya maadui zake wa kisiasa .	neutral
.. lazima kuwa kuwa hii aina ya mbinu ni tricky sana .	Namna hii ya mbinu ni rahisi , na sio tricky kabisa .	contradictory
Miungu ya syria na misri walikuwa hapa .	Miungu wengi walikuwa hapa .	neutral
Pia kuna taarifa ambazo baada ya siku kadhaa , spurred kwa wasiwasi kuhusu wajibu wa kisheria , ushauri wa mwanachama wa familia , au rationalizations , mvumilivu openness kujadili kunywa na tabia nyingine za tatizo enya , .	Watu watakuwa na uwezekano wa kujadili matatizo ya kunywa kama wao muda wa kuzingatia hali yao .	contradictory
Dukakis is making ataufufuaje look like the rock of gibraltar kwa vile yeye hii	Jinsi ambavyo dukakis ana kufanya ataufufuaje kuonekana kama mwamba wa gibraltar .	entailment
Karne ya saba el moallaqah au kanisa la hanging anapata jina lake kutokana na eneo lake ni kati ya minara miwili ya lango la kirumi na madai kuwa kanisa la zamani nchini misri kama tarehe yake ya msingi kutoka karne ya nne .	Kanisa la hanging alikuwa baada ya karne tatu kutoka kwenye tarehe ya msingi ya msingi .	entailment
Badala ya kupiga mpango huu ni suluhisho , kama lott alifanya , ap yaliyoripotiwa kwamba kuchelewa na kama ' trick kidogo ' ambayo wange clinton katika hatari ya kuwa kwa ajili ya isitukosee .	Kuchelewa alijua clinton alikuwa anaenda pata na hii .	contradictory
Desturi ya kisasa inadai hiyo kupitia hewa ya bubbling kama sehemu ya msururu wa binadamu .	Desturi ya kisasa inadai kupanda juu ya hewa kama sehemu ya msururu wa binadamu .	entailment
Yeye ..	Bado kuna kinyongo dhidi yake	entailment
Mashindano ya mushumo ni mwezi januari , mei , na septemba katika kokugikan ya kuramae jijini tokyo , wakati wa machi huko osaka , mwezi julai mjini nagoya , na mwezi novemba katika nfumu ( kyushu ) .	Mushumo la ni katika miezi maalum .	entailment
Kama ni kujifunza hatima ya jengo lake la ofisi ya contaminated kote kutoka kwenye kituo cha biashara cha dunia , jamii ya misaada ya kisheria ana kuwa attention kwa nyumba mpya kwa ajili ya utengano wake wa mtaa wa lem .	Wanajaribu kupata edge ambayo ipo katika ujirani mzuri , lakini hutoa ufikiaji kwa maeneo ya kipesa ya lem .	neutral
Renderings wa ofisi mpya , iliyotolewa na fundi wa jengo hilo , kundi la phillips , dubu baadhi ya kufanana na jengo la mtaa wa mtaa wa shirika la mtaa katika manhattan ya chini , ambayo alikuwa na toxins wakati wa mashambulizi ya kituo cha biashara cha mwaka jana .	Ofisi mpya alikuwa na kikundi cha posta .	contradictory
Naam , mambo ni tofauti wakati kila mtu katika ukweli kwamba ilikuwa ni enzi za vietnam nilikuwa infact nilienda vietnam mwenyewe .	Enzi za vietnam ni sawa na jinsi ilivyo sasa .	contradictory
Sifa za sanaa za kuvutia za kanisa ni nzuri sana katoliki mosaics , unameremeta agano la kale la juu juu ya kuta ( usisahau binoculars ) , na mary kufuzu na yesu enthroned katika mountain juu ya madhabahu ya juu .	Kuna idadi ya katoliki mosaics ndani ya kanisa .	entailment
Dean harbaugh alionyesha wasiwasi kuhusu cent ral daily wa karatasi fukuza pesa fukuza , kuwa wanasheria wa vijana wa strapped hawawezi kumudu kazi za sheria za umma .	Dean harbaugh kikamilifu mkono utulivu wa kifedha wa wanasheria wachanga .	contradictory
Ndo nini so	Hiyo pia ni nini i think too ?	neutral
Mikopo ya awali ya mikopo ya 1992 na mkopo hiyo , , , haitajumuisha cohort moja kwa moja .	Asilimia 30 ya mikopo ya awali ya mikopo ya 1992	neutral
Chochote utakula tunda .	Hakuna kitu atakula nyama	contradictory
Tayari alitangaza kuwa anapanga kugombea rais mwaka 2000 ( sheria marufuku lenyelo kutokana na kuchukua sehemu katika uchaguzi huo , lakini primakov ni mgombea mwingine wa uwezekano ) .	Ana milioni $ 10 kwa kampeni yake ya 2000	neutral
Ni kuta za jiwe la nguvu , ambalo walinusurika moto katika karne ya 16 , vyumba vya wasikunyakueni hiyo na mary stuart na mume wake wa pili , bwana darnley , katika miaka ya 1560	Jiwe kwani mioto yoyote , hakuna mioto watakuingilieni .	contradictory
About mexico and and uh the other areas but the kiajemi of the kiajemi as you said it ' s just uh i keep pretty funga on the paper and you don ' t see a unless iko hapo na sisi tu kunona nayo	Bado nategemea mgogoro wa wa hivi karibuni .	neutral
Mnamo mei 31 na juni 1 , 2001 , takriban watetezi hamsini wa haki za haki walikusanyika jijini washington , dc kwa ajili ya mkutano wa kwanza wa lsc na nlada wa kwanza kuhusu utofauti katika jamii ya huduma za kisheria	Watetezi mwaonaje kuwa mkutano muhimu zaidi wa mwaka .	neutral
John ni wa mila gani ?	Kwa nini john hukosa mila zozote ?	contradictory
Jon aliongea tena , nodding kichwa chake kidogo .	Jon nodded kichwa chake kama aliongea	entailment
Wasomaji wanafaa kutambua , hata hivyo , kwamba wakati wa shortens , kwa hivyo , thamani ya njia hiyo kama njia ya kuonyesha uelewa mkubwa wa tukio hilo kama mzima .	Wasomaji wanafaa kutambua , hata hivyo , kwamba wakati wa shortens , kwa hivyo , thamani ya njia hiyo kama njia ya kuonyesha uelewa mkubwa wa tukio hilo .	neutral
Kwa hiyo , epa aliamua mwaka 1992 ili kuzindua mradi wa malengo ya mazingira ya kitaifa , mkakati wa mpango mrefu wa kupanga chini ambayo wange wadau wake katika kuendeleza malengo ya yanayopimika kwa ajili ya epa ili kuboresha ubora wa mazingira ya taifa .	Epa , mwaka 1999 iliyozinduliwa mradi wa malengo ya mazingira ya kitaifa	contradictory
Lakini baada ya uchaguzi , anasema blankley , kuna 99 .	Baada ya uchaguzi , blankley alisema kuna 90	contradictory
Vivuli hapa walikuwa mvi au nyeusi ; walikuwa violet na zambarau .	Giza zilikuwa pitch nyeusi .	contradictory
Beresford alikuwa huko .	Walikuwa wanangoja .	neutral
Bauer alishindwa disprove uwezekano wa impropriety .	Bauer wamefanikiwa katika proving impropriety .	contradictory
Yeah in fact tulienda once to a lean-to and it i mean hakukuwa na stima juu ya kambi but it was all right but sisi tu two nights hapo i kutumia more than two nights wange kwenda kwa kama wiki lakini um	Naweza kutumia wiki katikati ya msitu .	contradictory
Alianzisha na mary louisa armitt mwaka 1909 , ilitoa rasilimali kwa wasomi katika eneo hilo ; she mkusanyiko wake mwenyewe wa vitabu , gani wengine kufuata suti .	Cheo katika karne ya 20 ya mapema , ni kama rasilimali kwa wasomi wa ndani .	entailment
We decided the only way we could afford likizo ni kwenda kambi	Hatuwezi kumudu kambi au shughuli nyingine yoyote .	contradictory
Bacillus hakuwa na furaha nayo hata kidogo .	Wanaume wengi walikuwa na furaha juu yake .	neutral
Lakini , walisema , pendekezo hilo wange dola milioni 10 kwa kuondoa zaidi ya wanasheria 300 katika utawala wa huduma za watoto , wengi ambao kuwashitaki , na kesi za unyanyasaji katika mahakama ya familia .	Zaidi ya uwezekano , ingawa , pendekezo hilo wange dola milioni 5 tu .	neutral
Oh yeah that ' s jambo	Hiyo sure ni kitu	entailment
Ndio najua vile wewe that ' s true what ' s what ' s the best part of your game unadhani	Je , unafikiria nini ni sehemu mbaya zaidi ya mchezo ?	contradictory
But i ' ve got to trust some one na lazima ni mwanamke	I won ' t ever trust mwanamke	contradictory
Superjumbo ?	Kubwa kuliko mengine ?	neutral
Kutambua mtego huu , clinton agizwa wasaidizi wake sio wa kukikucha .	Clinton alimwambia watu wake kwa mtego .	entailment
Sayong kufinywa , kutoka kwa perakiahas rangi nyeusi ya rangi .	Made in perakiahas , sayong kufinywa ni glossy black kwa rangi .	entailment
Nao wanafanya kazi za misitu , na wao ishara , na wao moto. na hakika hao ni katika wanao fanya shaka .	They work a 9-5 job sitting kwa ofisi	contradictory
Rafiki wa mie .	Moja ya my	entailment
Wakati akiwa mdogo she kufanya hivyo ili kupata hata na mimi	She kufanya hivyo ili kupata chini ya ngozi yangu .	entailment
No i ' m in uh maryland	Sijawahi kuwa maryland .	contradictory
Wa yeyote wange hasara .	Inawezekana mitigate ya kutoka kwa hasara kwa kuwa na ufanisi iwezekanavyo .	neutral
Tangu mapema ya miaka 1990 , hata hivyo , akiba ya kibinafsi ana hadi-0 .	Watu hifadhi chini na chini siku hizi .	entailment
Irradiation ni kusema lazima tuwe na mambo ya fecal katika hamburgers yetu .	Irradiation husababisha jambo la fecal katika chakula chetu , alisema biologist .	neutral
Imekuwa ni usumbufu mkubwa kwa raia wastani kuona rais wao , na usumbufu wa ndani kwa rais kuona raia wastani .	Ni halisi kwa rais kuona mwananchi wastani .	entailment
Well i think vita iliisha pia hivi karibuni	Vita tu kwa miezi kadhaa .	neutral
Uh israel na nchi za kiarabu mashariki na wakati wakati tuna matatizo mengi kulia kwa mlango wetu wa nyuma	Sisi kutosha wetu kwa deal .	entailment
Right she could just as easily fanya hizo vitu kwa mkono	Hawezi kufanya hayo mambo kwa mkono hata kidogo .	contradictory
Jaji mkuu wa serikali , , , , , , , , , , , , , , , , , , , , , , , , , , kwani alikuwa mifugo na ua wawili baba na mwana sawa	Mifugo nani baba na mwana alikuwa kwa sababu hakimu got .	neutral
Chini ya malipo ya haraka , mitihani ya ankara baada kwa idhini ya malipo ni wakati mwingine aliwaita kama post mitihani ya malipo .	Chini ya malipo ya haraka , ankara ni kwa idhini ya malipo .	entailment
Thamani ya dola kwa ajili ya urs ni wastani wa thamani ya dola kwa aina 7 tofauti za urs .	7 aina mbalimbali za urs ni kupata thamani ya dola kwa ajili ya urs .	entailment
Sote tuliishi katika mlipuko wa publicity .	Sisi wote tunaishi katika kupasuka ya publicity na maskhara .	neutral
I ' m a friend of mine is a mwanasaikolojia and he used to be a , i ' m a friend of my friend , i ' m a friend of my friend , i love you ,	Mimi ni marafiki na mtu anafanya kazi kama mwanasaikolojia .	entailment
Wao kupata i mean when i was degree i went to a nimechoka ndogo for my first two years alafu i shule kubwa sana	Nilienda shule ndogo kwa miaka yangu miwili ya kwanza na kisha kuhamishwa kwa shule kubwa .	entailment
Inanity wa wataalamu na , wa , hufanya filamu hizi kuhusu kama channya kama vile ...	Kuonyesha maskini yaliyosababisha kwenye filamu sio kuwa sexy hata kidogo .	entailment
Licha ya juhudi bora za jarida , ingawa , msimbo wa kodi ni endelevu .	Licha ya jarida , msimbo wa kodi ni endelevu .	entailment
Winstubs wa mitaa yake ya zamani ni maeneo ya wanafunzi wa chuo kikuu ambao kabla yao ni pamoja na taasisi .	Wanafunzi wa chuo tu tu kwenye mabweni yao	contradictory
Pindi yeye kwa njia hizi yeye kuwa salama .	Tayari yeye kwa njia ya saa moja .	neutral
Natamani i mazoezi kila siku ila i kwa angalau mara tatu kwa wiki ambayo i kama inatosha lakini uh it ' s at least something you know it i just force i have kwa to do it like i said coz to me i really don ' t enjoy it but i know i have to do it i mean it ' s just it ' s not a question of kama nataka kujua	I mazoezi mara tatu kwa wiki	entailment
Naamini yeye , kisha kwa sauti ya chini , sauti ya calister alisema taratibu : wakati mwingine naamini kwamba wewe ! bi vandemeyer akatabasamu na kujiambia mabega yake .	Anaamini kuwa mrs vandemeyer wange kamwe .	contradictory
Sera hizi walikuwa ili kubadilisha tabia za biashara na watumiaji , matokeo katika maboresho mapya ya teknolojia , na kupanua mafanikio ya programu za hiari na maelezo .	Sera hizi walikuwa kubadilisha tabia za biashara na walaji na matokeo zaidi katika maboresho ya teknolojia .	entailment
Sababu za gharama za jeuri ( $ 1 .	Hakuna sababu za kwa nini gharama iko juu .	contradictory
Kama wauaji na , kizuizi cha fena dim wange .	Kama wauaji na , kizuizi cha fena dim wange kufungwa .	contradictory
A lot of people don ' t vote coz wao	Watu don kura kwa sababu wao kufanya hivyo .	entailment
Um-hum um-hum kwa bahati mbaya sana kwa mara nyingi ni majukumu kama hayo yanaonekana kuanguka kwako ujue labda mtoto mmoja katika familia nzima wewe	Wakati mwingine mtoto mmoja tu anapata wajibu huo wote .	entailment
Where ' s the next draw ? ile notebook mnaona kwa meza kati yao .	Notebook could mahali popote kwenye meza .	contradictory
Kaja kwa mchana	She leo na kulipwa kwa umakini .	neutral
Hakuna haja ya muda mrefu , gharama , madai ya uhakika ya kutekeleza sheria .	Sheria inafaa kuwa ghali na redundant na yasiyoeleweka .	contradictory
Yeye ndiye anaye accessed , na kuzikwa .	Yeye kwa meza	contradictory
Ndani ya ufuo wake wa kibinafsi ni dakika kumi tu kutoka uwanja wa ndege na sekunde moja kutoka kwenye ghel ya marijani .	Wana beach ya private	entailment
Walikuwa entree wangu katika ulimwengu wa uandishi wa habari wa kihafidhina .	Wao katika katika dunia yao .	contradictory
Sasa mashirika haya hiyo kile sisi think kama magharibi na kaskazini ni kwa mataifa ya kuendeleza na democratizing ya mashariki na kusini .	Mashirika hayo yanazidi kuwa wazi zaidi ili kuleta demokrasia kwa mataifa mashariki na kusini .	entailment
Aina tatu za nadharia za historia zimekuwa maarufu katika majadiliano ya hivi karibuni -- kumalizia nadharia , nadharia za wimbi , na nadharia za mzunguko .	Kuna aina tatu za nadharia za historia .	entailment
( incidentally , ukurasa wa wjc , ni viungo gani kwenye tovuti ya washington , atatufikia baadhi ya muziki wa intrusive wa tovuti yoyote kwenye wavuti . )	Ukurasa wa wjc una muziki wa intrusive zaidi .	entailment
Fira ni mrembo , lakini inaweza kupata ukandamizaji wakati wageni umati mitaa nyembamba .	Wageni wanajulikana kwa umati mitaani , ambayo ni finyu pia .	entailment
Anaitwa aje , senor ?	Jina lake ni gani sir ?	entailment
, magnesium au kupakua mawakala ) will kiwango cha limestone inahitajika .	Magnesuim will kiwango cha limestone inahitajika .	contradictory
Baadhi ya huenda feel kuwa kutofautiana wa afya kwa kile ambacho wanasiasa hufanya katika maisha yao ya kibinafsi ana mbali sana wakati ni madai ya ubakaji .	Kuna madai ya ubakaji dhidi ya wanasiasa .	entailment
Ingawa tutankhamun angeweza kuwa miongoni mwao , mamlaka ya misri made uamuzi wa kurudi kwenye bonde la wafalme na sasa basi tena katika eneo la ndani la kaburi lake katika jiwe la jiwe .	Tutankhamen ni na wafalme wengine katika kaburi lake .	neutral
Yeah ilikuwa mbaya yes it was a big change	Mabadiliko lililoathirika zaidi ya watu mia moja .	neutral
Lakini i guess i ' d got the nundu from standing so long in the rain , na kitu chochote alionekana bora kuliko kwenda kufanya kitu .	Lakini i guess i ' d got the nundu from standing so long mvua tangu ilikuwa ya mondi season .	neutral
Dola na alama ( na sarafu nyingine ) don mbali leo kama vile wao , lakini wageni wa kigeni na watu wao wa kipolishi wanaweza kuwa radhi na ufunguzi wa biashara na vastly uteuzi wa bidhaa kwenye soko .	Sarafu katika poland ina devalued	entailment
Kufanya kazi pamoja , wanachama tafakari maslahi ya sio tu teknolojia na usimamizi , lakini jumuiya ya mtumiaji na wadau wa projectas , na kutoa mchanganyiko wa holistic wa kiufundi , usimamizi wa mradi , usimamizi wa thamani , bajeti , fedha , na ujuzi wa manunuzi na uwezo wa kukutana mahitaji ya misheni .	Wanachama don jumuiya yao ya mtumiaji .	contradictory
Hoteli hiyo sasa owned na moja ya wanaume matajiri zaidi duniani , sultani wa brunei , ambaye kurejeshwa kwenye ukubwa yake ya dhahiri kwa dola za dola milioni 100	Hoteli hiyo ilikuwa mara moja sana na kisha kuanguka kwenye disrepair , ambapo ni .	contradictory
Kwa hadithi unaotambulika katika mkusanyiko huu , wahindi wa coupla scalped , kuchapishwa mwaka 1956 na uwezekano wa mara kwa riwaya mpya , ni kusikitishwa kubwa , kwa kuwa ni kazi ya sasa ya ellison hapa .	Wahindi wa coupla scalped alikuwa mwezi wa mei 1956 .	neutral
Mbona kwani kwa freezer ?	Najua kwa nini wao kwa freezer	contradictory
Enclosures	Confinements	entailment
Mkusanyiko huo , housed katika ikulu ya zamani ya ibrahim pa ? ၢ , ya , mwana , inajumuisha , inajumuisha , inajumuisha , mazulia , mazulia , kauri , na , na , na , na , na , na , na , na , na	Seleyman ya hakuwa na mwana-wakwe , au sheria za aina yoyote .	contradictory
Kwa kiwango cha sasa cha kubadilishana viwango vya considerably zaidi ya mia mbili na elfu hamsini na hamsini .	Kiwango ni laki mbili na hamsini elfu kumi na nane .	neutral
Wao tu na themba nje	Wao kwa njia kali sana .	entailment
Mtoe , hii pia ni hali ya shule zetu , kwa mujibu wa washiriki wa jaribio la habari .	Hakuna mtu alishiriki katika taarifa ya habari .	contradictory
Kwa hakika , kuwa na umri mkuu , historia yake inazidi kuwa na kila kitu associative past kama mapambo , malipo , au silaha .	Historia ya mji mkuu ni .	contradictory
Wanaweza kata kwa ajili ya. bahati mbaya .	Na huenda wao wenyewe .	neutral
Wengi miongoni mwa watu ambao ikawafaa walikuwa , malandlord ambao inahitajika watu kusimamia ardhi kwa ajili yao .	Wanaume hao ndio walio lipwa ardhi kwa ajili yao .	neutral
Je , nembo ya ala msaada ?	Ala ana haina nembo	contradictory
Mantiki ya ulizo la naturalistic .	Naturalistic kiulizo ni ngumu kuelewa	entailment
Powerhouse wa uchumi wa kisasa , ni jukumu la mji kama ukumbi wa amani mazungumzo , lengo la nchi za kiarabu za karibu na mashariki , na nyumbani mwa baraza la kiarabu ambalo ni thamani katika nyakati hizi za kidiplomasia .	Nchi za kiarabu kwa kawaida zina uchumi katikati na mafuta .	neutral
Viwanda vya bima na kamari ni na hizi proclivities .	Hizi tabia ni za umama hadi over kiasi gani wewe wakati .	neutral
Ok i ' m on a cordless phone and i ' m just imebadili the channel up on it i didn ' t want to kuhitilafiana na vile wao rekodi hivyo anyway	Nilikuwa najaribu kuwa na akili kwa watu kurekodi .	neutral
Mungu mungu mungu amon amon amon amon amon amon amon amon ................	Amon ra alikuwa around 2000 b.c.	contradictory
Katika sakafu ya juu ni mikusanyiko ya royal ya samani , kauri , na chonga ivories .	Sakafu ya juu ni mahali ambapo bidhaa zenye thamani kubwa ni .	neutral
Lakini unajua tunatakiwa kuwa na mwezi mkoloni na sasa lakini uh , fusion baridi wange .	Mchanganyiko wa baridi ni wazi kama vile wazo sisi mwezi leo .	neutral
Nimekuwa kulaumu tangu nikasikia habari hii nyingine. jambo katika sauti yake vutia tommy .	mimi huwa kulaumiwa , alisema , ' tommy .	entailment
Moja ya vyumba vichache vya palace ni ya principal , ya mahal ( ikulu ya rangi ) .	Mahal ya ya bado hudumu leo kwa sababu imekuwa taratibu kwa makini .	neutral
Watu nani kwenye odds wanaweza kuwa upbeat au kabisa kabisa kulingana na kile shoka kwa .	Kila nani kwenye odds ni buruta halisi .	contradictory
Naam , will kufikiria msichana huyo mdogo wa ujasiri !	Msichana huyo alikuwa ambayo kitu hatari .	neutral
Ni rahisi , mbwa-kama shukrani kwa sababu ya kutangaza kinyang ' anyiro cha urais zaidi zaidi .	Ilikuwa tata sana ilifanya uchaguzi boring .	contradictory
Ya ya ya ya i ' m in mckinney	I ' m in the basement ya nyumba ya mama yako .	contradictory
Ngozi ya mafuta ya giza amefungwa handle	Handle alikuwa na ngozi .	entailment
Yeye sakafuni , kutafuta mpaka alipata mpira wa nyenzo za anga ambazo zilikuwa pinched wakati wa ufunguzi mdogo alikuwa .	Mpira wa sky material hiyo alikuwa been wakati wa ufunguzi mdogo alikuwa .	entailment
Lakini wachache wange sheria dhidi ya uuzaji wa kiungo .	Wachache wange sheria ambazo ni kinyume na viungo vya kuuza viungo .	entailment
Ni historia ya scotland , kuleta chini ya paa moja idadi ya mikusanyiko muhimu ya mabaki .	Kuna mna wa kihistoria wa kihistoria kutoka scotland hapo .	neutral
Pumzi ' s pumzi ! said mzee wa giza	Mzee wa giza alibaki kimya .	contradictory
Uundaji wa idara ya usalama wa usalama utakuwa miongoni mwa reorganizations kubwa zaidi ever na ugumu wa kazi hii should .	Uundaji wa idara ya usalama wa nchi ya homeland inafaa kuwa reorganization kwa kila mtu aliyehusika .	contradictory
Pamoja na michoro ya fine pata sehemu nyingine katika escorial , makumbusho mpya na kuonyesha kazi kubwa alianzisha au kuokota na wafalme wa kihispania .	Makumbusho mpya walikuwa lakini hufanya kazi kutoka kwa wafalme wa kihispania ni .	contradictory
Drew alikuwa na hisia ya bright , karibu na sare za gaudy .	Drew thought mashati ya hafifu	contradictory
Wafanyakazi wa shamba katika jamii ya colorado ya magharibi walisema wao uwanja wa lettuce wakati maji , lakini foreman akaamuru kuendelea kufanya kazi , kusema ya-duster na ufumbuzi wa harmless na maji .	Wafanyakazi wa shamba walisema foreman inabidi kufanya kazi .	entailment
Baadhi ya jasper alikuwa na wazo zuri sana kwa kile kile ambacho ni ' wapi ' wengine alikuwa ' nyuma ya miamba kwa sababu ' , ' kwa ajili ya ' coronel ' kwa kwenye mfuko wao mdogo wa moto .	Coronel alikuwa kwa na jasper na baadhi ya inapiga. yeye dakika ya mwisho .	neutral
Ooh yeah that ' s that tosha	Yeah , hiyo imetosha	entailment
( heston ' s smartness ) kwa haki za bunduki ilikuwa ni suala katika uchaguzi wake wa nra , lakini yeye wakosoaji kwa backing taarifa zake za awali na wakichonga kwa mstari rasmi wa nra .	Heston wakisaidiana taarifa zake za haki za bunduki .	entailment
Ile kitu i tena i tried kuvuta trailer one year na i kila mahali na trailer kama ya fukwe na kwa vitu but that got to be a hassle unajua kuvunja chini na mpangilio chini so i decided that	Nimependa sana hiyo trela hasa wakati wa kufanya safari za kwenda beach .	neutral
Haikuwa tu ya kufanya kazi ya sheria ya kidogo wanafunzi .	Ilikuwa ni rahisi kama ilivyo .	contradictory
Kulia na inaweza kuisha wakati wowote	Fainali inaweza kuja kila wakati kwa sababu hakuna mtu anayejua mpango .	neutral
Kama kadi za mkopo ooh no never thought it ' s you know he ' s addicted to it at times	Hakuweza kuondoka kwenye nyumba bila kadi yake ya mkopo .	neutral
Well she shot him and she went to prison she ' s you know she killed him but she lost her baby alafu wao jela so that ' s not right	Baada ya kuondokewa na baby wake , she na ua , kwa hivyo sasa yupo jela .	entailment
Hiyo sisi kufanya kazi juu , alisema jon .	Jon anafikiria wanahitaji kufanya kazi juu ya hilo .	entailment
I guess wao lahaja but they ' re pretty funga wakati mwingine	Wao wao wao lahaja	contradictory
Epuka kuweka tutazifanyia yako ya peddle katika mitaa ya busier ya jiji ; njia za baiskeli ni madereva wachache na wenye adabu hata wachache .	Hakuna sababu ya kufanya taratibu katika mitaa ya busier kwa sababu kuna njia nyingi za baiskeli .	contradictory
Sum06 ni jumla ya ozone ukovizul kwa kila saa hiyo sehemu 0.06 kwa kila milioni ( ppm ) ndani ya kipindi cha saa 12 kuanzia saa 8 asubuhi hadi saa 8 jioni mwezi wa mei hadi septemba .	Sum06 ni jumla ya ozone ukovizul kwa kila saa hiyo sehemu 0.78 kwa milioni .	contradictory
Kwa ujumla , tafuta bei nzuri katika hypermarkets nje ya miji kuu .	Kwa jumla , bei bora zinapatikana ndani ya miji kuu .	contradictory
Kwa hiyo kama unconceived ina haki , tunafaa kuwa na idadi kubwa ya ukuaji wa watu ; na kama hawana haki , tunafaa kuhisi huru kuharibu ardhi .	Tunafaa kulipia idadi ya kuongezeka kwa watu kama wale ambao bado made kuwa na haki .	entailment
Hkta pia ina ramani za trail na wadhamini ya asili ya kuongoka , led na rangers , ambayo ni pamoja na kuongezeka katika maeneo yote tofauti ya hong kong .	Hkta ina ranger led maumbile ya kuongoka ambayo ni pamoja na ramani na kuongezeka katika maeneo ya hong kong kwa wingi wa maeneo mazuri ya maeneo	neutral
Kuhusu nne , i , sir	Kuhusu nne .	entailment
Ni hata mildly tajiri na kuwa tajiri katika chumvi ya madini .	Desperately maskini , madini ya madini na kuwa wealthier yoyote .	contradictory
Insha ' kwenye utamaduni , fasihi , tennis , na amerika ya kati kutoka kwa mwandishi wa epic na epically kinara infinite ( 1996 ) .	Mwandishi wa mchezo infinite pia aliandika insha , baadhi ya gani america kati ya amerika ya kati .	entailment
Cans katika congress , kwa contrast , kwa ujumla ushiriki uhusiano wa kujenga na china , wakati wanademokrasia na wanademokrasia kawaida kwa kawaida .	Wanademokrasia na protectionist wa protectionist katika congress kwa ujumla kinyume uhusiano na china , lakini cans walikuwa wengi zaidi .	entailment
Mlinzi wa taifa ni kufanya chochote ni ( guard ) ? )	Mlinzi wa taifa anapata ili kutimiza wajibu wake .	entailment
Nadhani tunafaa kuwa na maana kwa sababu tunaenda kama sisi sasa tunaenda kufanya hivyo baada ya muda mfupi .	Kama sasa sasa sasa sasa ..............	neutral
Daringly kuchanganya ubunifu wa kihisia na ndoto za lugha , ni mahangaiko na maelezo wa akili za medieval .	Kuchanganya mandhari ya boring na na maono ya angel kutoka kwa mtazamo wa kifalme .	contradictory
Jambo la kuchekesha kuhusu jambo la sumitomo ni kwamba kama bagaybay wa kigeni -- majina ya kijapani , muunganisho wa kichina -- ni hadithi moja kwa moja ya enzi za mkora-baron , siku za jay gould na jim fissoo .	Kulikuwa na majina ya kijapani yanayohusiana na mambo ya sumitomo .	contradictory
Ilikuwa ni refurbished na ikulu yote sana katika miaka ifuatayo .	Ikulu alikuwa katika magofu .	contradictory
Yeah auto repair huendeleza to be a topic that a lot of people don ' t like i guess coz it ' s usually expensive and uh watu mwisho si na kazi sometimes ama si na kile wao lipa i guess it ' s kind of a mursik type mada hivi karibuni tu	Mimi si mtu nani auto repair	neutral
I ' m last weekend alienda nyumbani kwa wazazi wangu my dad ' s in the hospital and uh	Wazazi wangu wote wamekuwa katika afya njema. kwa nini unauliza ?	contradictory
Imeanza mwaka 1060 , ya san martino , ana mtindo wa pisan wa tatu tatu na asili kutoka kwa crosecarved na nicola pisano juu ya mlango wa kaskazini .	Nicola pisano alikuwa msanii pekee ameajiriwa kwa ajili ya kujipodoa kwa duimo san martino .	neutral
Yeah yeah i ' m thinking mwenyewe	Sina hii on my mind	contradictory
Chama cha utalii cha hong kong anaendesha ziara ya horseracing , ambayo inajumuisha kuingia kwenye sanduku la mgeni la club la hong kong na na mwanachama , na mlo wa mtindo wa buffe .	Baada ya mlo , unaweza kutazama mbio za farasi kutoka kwenye sanduku la wageni .	neutral
Bila shaka , njoo sasa tuzo za webby , pewa na jambo sisi kuamini ni academy ya kimataifa ya sanaa za kidijitali na sayansi. kwa kiwango cha wastani ambacho prides kwenye roho yake ya waasi , hii ni zoezi la comically egregious katika faux-establishmentarianism .	Academy ya kimataifa ya sanaa ya kidijitali na sayansi haina shirika na tuzo za webby .	contradictory
