premise	hypo	label
és én ülök ebben a sátorban a hálózsákom fagyasztásában, így azt mondtam, hogy ideje, hogy ezt a fűtőtestet forgassuk fel, így felemeltem a fűtőtestet, és ez a dolgok természetesen teljes furatba kerültek, és elfogyott a propán, így itt reggel körülbelül három óra van, és vissza kell mennem az autómba, hogy több propánt kapjak	Van néhány propán az autómban.	entailment
Az oltár alatt egy ezüstlemez körülvesz egy lyukat, amely jelzi azt a helyet, ahol a hagyomány azt mondja, hogy Jézus crosewái mindkét oldalon a két tolvaj mellett emelkedtek.	Van egy aranylemez, amely körülveszi a lyukat.	contradictory
'Úr . White azt mondta, jobban érzi magát az egyikünkkel a pilóta székében.	Mr. White azt mondta, szeretné, ha az egyikünk lenne a pilóta.	entailment
Amit talán nem vesz fel, az az, hogy valóban nem tudtuk, hogyan mérjük a kimenetet egy közép-tech ipari gazdaságban.	Nem tudtuk megérteni, hogy hogyan mérjük meg a közepes technológiát használó ipari gazdaság teljesítményét.	entailment
Egy másik példa a megbízások kérdése.	A megbízások kérdése nem példa.	contradictory
A második bíróság elé vezet, amelyet a Divan Bíróságának is neveznek, mert a Birodalmi Tanács (a Divan néven ismert) irányította az Oszmán Birodalmat.	A Birodalmi Tanács, amelyet Divannak is neveztek, ezt a bíróságot használta az oszmán birodalom irányítására.	entailment
a sportterület legveszélyesebb vereségeihez, nem több, mint egy torna rendszere, melynek célja ...	A torna a legbiztonságosabb és legegyszerűbb célok elérése.	contradictory
Három napos intenzív képzés után kitüntetéssel befejezték a kurzust.	Bár keményen képzettek, nem tudták befejezni a tanfolyamot.	contradictory
A 4. ábra azt mutatja, hogy a Poste Italiane haszonkulcs eloszlása jóval kevésbé ferde, mint az Egyesült Államok.	A haszonkulcs csak a 11. ábrán látható.	contradictory
A Nixon analógia: Miért fordul elő a Flytrap-Watergate összehasonlítás.	Az érv az, hogy a két összehasonlítás között túl sok különbség van a két botrány között.	neutral
Gyönyörűen parkosított kertek és egy privát öböl, amely az üdülőhely nevét adja.	A kertek foltok és halottak.	contradictory
jól a kis szürke cirmos, alkalmanként kiesik a hátsó udvarban, van egy nyolc lábos biztonsági típusú kerítésem a hátsó udvarban, amiről csak egyfajta kiesik, és körbepillant a teraszon, és visszajön	Néha egy kis macska kószál a hátsó udvarban.	entailment
Texas Instruments harmincezer ember az egész térségben, majd az épületem belsejében meglehetősen nagy, és nincs ok arra, hogy fél óra múlva az A pontból a B pontba kell mennem.	Nem látok pontot, hogy fél óra múlva az A-tól B-ig haladjak.	entailment
A képzést úgy alakították ki, hogy a résztvevők később kiképezhessenek olyan kollégákat, akik nem vettek részt az üléseken.	A képzés megtiltja a résztvevők számára, hogy olyan munkatársakat képezzenek, akik nem voltak az üléseken.	contradictory
A szám még nagyobb lenne az új 8 órás ózonszabvány esetében.	Nincs új szabvány.	contradictory
Miután 59 percet hallgattak egy-két percig, a fejét a függönyre tette.	Feszülten hallgatta a fejét a függöny körül.	entailment
akkor, amikor a Texans-ba megyek, meg kell kérdeznem téged, és ha ez eljut, akkor nem kell túlságosan különösnek lenni, de csak kíváncsi vagyok	Nem kell túlságosan különösnek lenni.	entailment
tudod, és láttam, hogy valószínűleg eladja ezeket a többi embernek, és mi ezeket a posztereket tettük a kábítószer-ellenes kampányhoz, és ezek a kis első osztályosok mindig rajzolták ezeket a képeket fagylalt teherautókról	Plakátokat készítettünk az embereknek, hogy ne tegyenek kábítószereket.	neutral
Ez természetesen éppen ezért a Java vált olyan termékeny talajként a kiberevangelizmus számára.	A programozók Java-t használnak.	neutral
Ha mindent meg akarsz mondani, megpróbálnám megpróbálni!	Amit elmondtál nekem, nem fogok örömmel kipróbálni.	contradictory
Még mindig emelkedik a reformok ellenére, GAO / HRD-87-21.	A reformok segítenek bukni.	contradictory
Nekem van egy barna hüvelyem, amit mindent megfordít	A hüvelykujom barna, mint ahogy minden véget ér.	entailment
Megfordult és a kezét San doro vállára tette.	Figyelmen kívül hagyta San doro-t.	contradictory
Nem gondolok semmire.	Sok különböző forgatókönyvre gondolok.	contradictory
Tudjman állítólag támogatta a kapitalizmust, de a szabad vállalkozás ötlete az iparágak privatizálása és barátainak adása.	Tudjman támogatja a kapitalizmust addig, amíg a króm-kaptilizmus.	entailment
Néhány pálmafák a környéken nyújtanak árnyékot Goa és Kerala tengerparti üdülőhelyei számára.	Goa és Kerala sok megsértési üdülőhelyet foglal magában.	neutral
Mykonos egy lelkiállapot és egy hely is.	Mykonos mind a lelkiállapot, mind a hely.	entailment
1914: Panama-csatorna nyitja meg a globális kereskedelem új korszakát a Panama-kalapban	A globális kereskedelem egy ideig létezik.	neutral
Sok más cukros édességnek van neve, amely elárulja eredetét a hárem-dúd duda (a szeretett ajkai), a gobe e (hölgy köldök) és a belbel yuvase (nightingale fészke).	Néhány cukros készítés ellentétes az eredetikkel.	entailment
tanítok, de Dallasra tanítok	Dallasi tanár vagyok.	entailment
Most, ha megígérte, hogy nem fog elmondani, nem tette.	Nem adta fel a titkát.	entailment
azt hiszem	Nem akarom elhinni.	contradictory
A szegény mexikói utcai harcosokat gátlástalan promóterek hozják az Egyesült Államokba az amerikai bokszolók számára.	A mexikói áldozatokat bevezető promótereknek jó erkölcse van.	contradictory
igen, vágott, hogy oldalra vágja a szöget, és megfordult, hogy tudod anélkül, hogy megdőlt volna egy fájdalom	Megdöbbentően könnyű volt levágni és megfordítani a dolgot anélkül, hogy megdöntötte volna.	contradictory
A vásárlások egyike a krétai utazásnak, és ajándéktárgyak bővelkednek minden ár- és minőségtartományban.	A vásárlás Kréta egyik kiemelkedő pontja, és bármilyen költségvetéssel megvalósítható.	entailment
Poirot lelkesen nézett rá.	Poirot nem nézne rá.	contradictory
Azok számára, akik a jövőbe néznek és aggódnak, van néhány alapvető kérdés, amit tehetünk?	A jövőt már eldöntötték, és senki sem törődik vele.	contradictory
Római zsák a császári csapatok által	A császári csapatok betörtek Rómába.	entailment
Az igazgatóság felügyelete mellett az igazgatóság felelőssége a társaság részvényesei és más érdekeltjei, például a munkavállalók, a hitelezők és a nyilvánosság is.	A fórum nem felelős a nyilvánossággal.	contradictory
a tisztviselők kulcsszerepet játszottak a szerződés megkötésében és annak megkötésében.	A tisztviselők úgy vélték, hogy a szerződés a világ legjobb érdekeit szolgálja.	neutral
A hamarosan bejelentendő változások nem várhatóan megváltoztatják a kulcsfontosságú részt, ahol a démonnak el kell utasítania a személyt, hanem hogy lerövidítse a kísérő imákat és hívásokat.	Sok változtatásra van szükség, de a démonról szóló rész nem változik.	entailment
Az FWI legrosszabb modern tragédiája 1902-ben jött létre, amikor Saint-Pierre kifinomult városát teljesen megsemmisítette a Pel-hegy kitörése? ? e.	Az FWI legnagyobb tragédiája 1902-ben jött létre, és 50 000 embert érintett.	neutral
igen, tudod, mit gondolok, és a bika csomó is az, hogy mikor ők igazán tudják, mint az országszerte, vagy ismered a népszerű embereket, akiknek problémájuk van, és kijönnek, és azt mondják, hogy a problémájuk van, így többet kapnak nyilvánosságot, mert elismerték, hogy problémájuk van, és megpróbálják megjavítani	A hírességeket figyelmen kívül hagyják, amikor személyük problémáit hozzák nyilvánosságra.	contradictory
és emlékszem, hogy májusban volt, mielőtt valóban elkezdett volna felmelegedni	Emlékszem, hogy májusban felmelegedett.	entailment
Még azt is tudva, hogy ez az ember, de az ember által faragott szobor kevéssé csökkentette a csodáját.	Egy nő felkavarta a szobrot.	contradictory
Jelenleg a banknak mintegy 5000 fiókja és 180 000 alkalmazottja van.	A bank mind az ötven államban van.	neutral
A pala már része a PointCast-nek, amely a képernyővédőre kiválasztott információkat helyezi el.	A pontszerzés nagyon hasznos program.	neutral
Négy év múlva tudatosan kacsintott a saját magára.	Amikor meggondolta, hogyan változott, kacsintott.	neutral
"A fájdalom ellenére kell járnia. """	Le kell ülnie.	contradictory
Igen, mondd el nekem, hogy a furgonod tetszik neked	Igazán nem akarok autót.	contradictory
Az adatgyűjtési irányelvek hangsúlyozzák az adatgyűjtési módszerek, az értékelői képzés és az információforrások megfelelőségét.	Az iránymutatások kiterjednek az adatgyűjtési módszerekre, valamint az értékelői képzésre és az információforrásokra.	entailment
A jégkorong egy brit import, amelyben az indiánok meghaladják korábbi mestereiket.	Bár a hoki egy brit sport, az indiánok kitűntek a mestereik felett	entailment
Megjegyezték azonban, hogy a részletesebb iránymutatások gyakran adtak választ a munkavállalók kérdéseire, és eszközként szolgálnak a beosztott biztonsági vezetők és mások oktatásához, akik alaposabb ismereteket akartak kapni a jó biztonsági gyakorlatokról.	Megjegyezte, hogy az alapos iránymutatások hasznosak a biztonsági vezetők alacsonyabb szintű oktatásában.	entailment
lassan egyre többet adsz ki	Egy kicsit elengedtél.	entailment
Persze, hogy otthon vagyok.	Otthon született.	neutral
Statewide, jogi segítségnyújtás mintegy 800 000 dollárt veszít szövetségi pénzeszközökben - mintegy 13 százalékkal csökkent a 6 millió dollártól, amit az idei jogi szolgálat a Jogi Segítségnyújtás számára nyújt.	A jogi segítségnyújtás mintegy 800 000 dollárt veszít a szövetségi alapokról.	entailment
Az utolsó keresztény szolgálat, amelyet valaha is megtartottak a Haghia Sophia-ban, május 28-án került megrendezésre, azt a napot, amikor Konstantinápoly végül a törökökbe került.	A keresztény szolgálatokat ma is alkalmanként tartják a Hagia Sophia.	contradictory
A papír művészkritikusa összehasonlította a kiállítást a feldolgozatlan szennyvízzel, és elmondta, hogy ha Emin nyerte a díjat, ahogy nagyon jól tudta, győzelmét nem a brit művészet vitalitásának bizonyítja, hanem olyan promóciós kampánynak, amely olyan maradt, hogy maradt még a cinikus londoni művészeti világ is megdöbbent.	London művészeti világa mindig cinikus volt.	neutral
Mindketten főtt bőrpáncélt viseltek, Adrin a banditának barna bőrét, akit elvitt, és Jon fekete színű, a szürke farkas bőrét.	Adrinnak nem volt páncélja.	contradictory
Tommy nyugodtan haladt.	Tommy nem szerette volna rohanni.	neutral
De nem tudtam vizualizálni egy gondolkodó tanárt, aki megölte a másikikat.	Abszurdnak tűnik gondolkodni egy gondolkodó tudósról, aki megöl egy valakit.	neutral
A teljesítményadatok megosztása jelentősebb perspektívát adhat az alkalmazottaknak arról, hogy napi tevékenységük hogyan járul hozzá a szervezet céljaihoz és céljaihoz.	Az alkalmazottak jó ötletet kapnak napi tevékenységeikről és arról, hogyan segítik a szervezet céljait.	entailment
Gauve sokáig hallgatott.	Gauve nem csinált hangot.	entailment
Igen, az egészségügyi ellátás tisztességtelen	Az egészségügyi ellátás költséges és tisztességtelen	neutral
és ott volt egy pár tavunk, hogy menjünk, és horgászni kezdünk, majd kempingezünk, és úgy tűnt, mintha mindig eső lenne, vagy valami, amiről tudod, hogy valami rosszul kell mennie, és mi soha nem voltunk felkészülve rá	Van egy pár tó, amelyeken horgászni fogunk, de amikor táborozunk, valami mindig rosszul megy.	entailment
élvezem ezt	Kevés dolog van, amit jobban élvezek.	neutral
De ez az a helyzet, ahol sok alacsony és közepes jövedelmű adófizető szembesül, amikor a belső bevételi szolgálatot auditálják.	De ez az a helyzet, ahol sok alacsony jövedelmű adófizető az IRS által végzett ellenőrzés során ér véget.	entailment
Al Gore, elmagyarázva, mikor tervezi, hogy elindítja azokat a sarin gázkapszulákat, amelyeket az országban óvatosan elrejtett, nyolc év alatt alelnöke.	Al Gore azt tervezi, hogy elindítja a sarin gázkapszulákat, hogy bosszút álljon a politikai ellenségeivel szemben.	neutral
.. Meg kell mondani, hogy ez a fajta megközelítés nagyon trükkös.	Ez a megközelítés könnyű, és egyáltalán nem trükkös.	contradictory
Szíriai és egyiptomi isteneket imádtak itt.	Itt sok istent imádtak.	neutral
Azt is beszámolják, hogy pár nap múlva, a jogi felelősséggel, a családtagok tanácsával vagy racionalizálásával kapcsolatos aggodalmak miatt, a beteg nyitottsága az alkoholfogyasztás és más problémamegoldások megvitatására drasztikusan csökken.	Az emberek nagyobb valószínűséggel fognak megbeszélni az alkoholfogyasztási problémákat, ha időt kapnak a helyzetük megítélésére.	contradictory
Dukakis hamarosan úgy néz ki, mint a gibraltári szikla, ahogyan ezt cselekedte.	Dukakis úgy cselekedett, hogy a falucska úgy néz ki, mint a Gibraltár szikla.	entailment
A hetedik század El Moallaqah vagy a függő egyház nevét a római kapu két tornya között építették, és azt állítja, hogy ő a legrégebbi egyház Egyiptomban, mivel az alapja a negyedik századból származik.	A függő egyház három évszázad elteltével befejeződött a megalapított dátumtól.	entailment
"Ahelyett, hogy ezt a tervet hívták volna megoldásra, mint Lott, az AP azt jelentette, hogy DeLay úgy vélte, hogy ez egy ""kis trükk"", amely Clintont veszélybe sodorhatja a leállítás miatt."	DeLay tudta, hogy Clinton el fog menni ezzel.	contradictory
A modern hagyomány azt követeli meg, hogy felmászjon a buborékos kaszkádokon keresztül, egy emberi lánc részeként.	A modern hagyomány azt követeli meg, hogy felmászjon a kaszkádokon, egy emberi lánc részeként.	entailment
Nem bocsátották meg.	Még mindig zaklatott ellene.	entailment
A Sumo versenyek januárban, májusban és szeptemberben kerülnek megrendezésre Tokióban a Kuramae Kokugikanon, márciusban Osaka-ban, júliusban Nagoyában és novemberben Fukuoka (Kyushu).	A Sumo versenyek bizonyos hónapokban kerülnek megrendezésre.	entailment
Ahogy arra vár, hogy megtudja a világkereskedelmi központtól szennyezett irodaház sorsát, a Jogi Segítségnyújtó Társaság a Harlem szomszédságának új otthona felé fordította figyelmét.	Megpróbálják megtalálni a jó szomszédságban lévő szélet, de hozzáférést biztosít Harlem szegényebb régióihoz.	neutral
Az új iroda, az épület építészének, a Phillips-csoportnak a rendezése néhány hasonlóságot mutat az Alsó-Manhattan-i Church Street épülettel, amely a tavalyi World Trade Center-támadások során toxinokkal szennyezett.	Az új irodát a The Postal Group tervezte.	contradictory
igen, a dolgok különbözőek, amikor valójában mindenki azt illeti, hogy Vietnám korszakában voltam, hogy magamhoz mentem Vietnamba	A vietnami korszak hasonló ahhoz, ahogyan most van.	contradictory
A templom leglátványosabb művészeti kincsei a gyönyörű bizánci mozaikok, a falakon magas csillogó ószövetségi jelenetek (ne felejtsük el a távcsöveket), és egy diadalmas Mária és Jézus, aki a nagy oltár fölött az apszisba került.	Számos bizánci mozaik van az egyházban.	entailment
Dean Harbaugh szkepticizmust fejtett ki a Paper Chase-nek a Money Chase-re vonatkozó cent-értekezésével kapcsolatban, hogy az adósságcsökkentett fiatal ügyvédek nem engedhetik meg maguknak a közjogi pályát.	Dean Harbaugh teljes mértékben támogatta a fiatal ügyvédek pénzügyi stabilitását.	contradictory
ez az, amit úgy gondolok	azt is gondolom	neutral
Az 1992 előtti hitelek és hitelgaranciák mindegyike egy-egy kohort alkot.	Az 1992 előtti hitelek 30% -a nem teljesült.	neutral
"Bármi gyümölcsöt fog enni. """	Semmi nem fog húst enni.	contradictory
Már bejelentette, hogy 2000-ben tervezi, hogy elnöke lesz (a törvény tiltja Jelcint, hogy részt vegyen a választásokon, de Primakov egy másik valószínű jelölt).	10 millió dollárt emelt 2000-es kampányára.	neutral
Erős kőfalait, melyek mind a 16. században túlélték a tüzeket, védett szobákat, amelyeket Mary Stuart és második férje, Lord Darnley elfoglaltak az 1560-as években.	A kő nem élte túl a tüzeket, a tűz nem pusztult el.	contradictory
Mexikóról és néhány más területről, de a Perzsa-öbölben, ahogy azt mondtad, hogy csak nagyon csendes voltam, ii tartsd a közeli lapokat a papíron, és nem alig látod, hacsak nincs ott, és mi vagyunk. nem látom	Még mindig várom, hogy a konfliktus hamarosan felgyulladjon.	neutral
2001. május 31-én és június 1-jén mintegy ötven egyenlő igazságügyi tanácsadó gyűlt össze Washington DC-ben az LSC és az NLADA első, a jogi szolgáltatásközösség sokszínűségéről szóló nemzeti konferenciáján.	Az ügyvédek ezt az év legfontosabb konferenciájának tartották.	neutral
Melyik hagyományhoz tartozik John?	Miért nincs Jánosnak hagyománya?	contradictory
Jon ismét beszélt, és kissé bólintott.	Jon bólintott, miközben beszélt.	entailment
Az olvasóknak azonban fel kell ismerniük, hogy az idő lerövidülése esetén a módszer értéke az egész esemény átfogó megértésének bemutatásának módja.	Az olvasóknak azonban fel kell ismerniük, hogy az idő lerövidülése esetén a módszer értéke az esemény átfogó megértésének bemutatásának módja.	neutral
Ezért az EPA 1992-ben úgy döntött, hogy elindítja a Nemzeti Környezetvédelmi Célok Projektet, amely hosszú távú tervezési kezdeményezés, amelynek keretében az érdekelt feleket bevonja az EPA mérhető céljai kidolgozásába a nemzet környezetének minőségének javítása érdekében.	Az EPA 1999-ben elindította a Nemzeti Környezetvédelmi Célok Projektet	contradictory
De a választások után, mondja Blankley, van egy 99.	a választások után Blankley azt mondta, hogy van egy 90-es	contradictory
Az árnyékok nem voltak szürkeek vagy feketeek; lila és lila volt.	Az árnyékok szinte feketeak voltak.	contradictory
Beresford ott volt.	Vártak.	neutral
Bauer elmulasztotta elítélni a nem megfelelőség lehetőségét.	Bauernek sikerült bizonyítania, hogy nem megfelelő.	contradictory
Igen, valójában elmentünk, hogy egyszer elmentünk egy soványra, és azt értem, hogy nem volt elektromos áram a kempingben, de rendben volt, de csak két éjszakát töltöttem ott, nem akartam többet tölteni éjszaka nem akarok egy hétre menni, de um	Heteket tölthetem az erdő közepén.	contradictory
Mary Louisa Armitt 1909-ben alapította, a térség tudósai számára forrást biztosít; adományozta saját könyvgyűjteményét, amely arra ösztönözte másokat, hogy kövessék az öltönyt.	A 20. század elején alapított helyi erőforrásként szolgált.	entailment
úgy döntöttünk, az egyetlen módja annak, hogy megengedhetjük a vakációkat, hogy kempingbe menjen	Nem engedhetjük meg maguknak a kempingeket vagy más tevékenységeket.	contradictory
A bacillus egyáltalán nem volt elégedett vele.	A legtöbb ember boldog volt rajta.	neutral
De azt mondták, a javaslat 10 millió dollárt takarít meg a több mint 300 ügyvéd kiküszöbölésével a Gyermek Szolgálat igazgatásában, akik közül sokan elítélést és visszaélést követelnek a családi bíróságon.	Valószínűbb azonban, hogy a javaslat csak 5 millió dollárt takarít meg.	neutral
Ó, igen, ez valami	Ez biztos.	entailment
igen, tudom, hogyan érzed magad, hogy ez igaz, mi az, ami a legjobb része a játékodnak	Szerinted mi a legrosszabb része a játéknak?	contradictory
De meg kell bíznom valamit, és egy nőnek kell lennie.	Én sosem bízok egy nőben.	contradictory
Superjumbo?	Nagyobb, mint a többi?	neutral
Felismerve ezt a csapdát, Clinton utasította a segítőit, hogy ne essenek.	Clinton azt mondta az embereinek, hogy figyelmen kívül hagyják a csapdát.	entailment
A Sayong kerámia Perakiahából fényes fekete színű.	A Perakiahasban készült Sayong kerámia fényes fekete színű.	entailment
és erdészeti munkát végeznek, ők fenntartják az ösvényeket, és megjelennek a jelek, és tűzvédelmi munkát végeznek, és minden bizonnyal ilyen dolgokat	Egy irodában dolgoznak egy 9-5 munkával.	contradictory
Egy barátom .	Egyik barátom .	entailment
amikor ő fiatalabb volt, ezt szokta csinálni, hogy még velem is eljusson	Régebben csinálta, hogy a bőröm alá kerüljön.	entailment
Nem vagyok Marylandben	Soha nem voltam Marylandben.	contradictory
Bármilyen hatékonysághiány súlyosbítaná a veszteséget.	Lehetséges, hogy a lehető leghatékonyabb módon csökkentsük a veszteséget.	neutral
Az 1990-es évek eleje óta azonban a személyes megtakarítások folyamatosan csökkentek -0-ra.	Az emberek egyre kevesebbet takarítanak meg ezekben a napokban.	entailment
A besugárzás azt mondja, hogy hamburgerünkben székletanyagot kell kapnunk.	A besugárzás az ételünkben ürüléket okoz, mondta a biológus.	neutral
Mély kényelmetlenséggé vált az átlag polgárok számára, hogy látják az elnöküket, és mély kényelmetlenséget okozzanak az elnök számára, hogy láthassák az átlagos polgárokat.	Kénytelen, hogy az elnök látja az átlag polgárt.	entailment
Azt hiszem, a háború túl hamar véget ért	A háború csak néhány hónapig tartott.	neutral
Izrael és a Közel-Kelet arab országai, és amikor van, amikor sok problémánk van közvetlenül a saját hátsó ajtónkban	Van elég saját problémáinkkal, hogy foglalkozzunk vele.	entailment
igazán ugyanolyan könnyedén tudja ezeket a dolgokat kézzel	Nem tudja ezeket a dolgokat kézzel csinálni.	contradictory
a bírónak jelenleg lehetősége van arra, hogy beavatkozzon, amikor megértettem, ha van egy ítélet, és például ott van egy lelkes zsűri itt Fort Worthben, két nap nyolc-négy és bam bam, a srác leállt ő ő állatorvos volt, és megölte két apját és fiát	Egy állatorvos, aki megölte az apát és a fiút, nem ítélhető el, mert a bíró részt vett.	neutral
Gyors fizetés esetén a fizetési meghatalmazást követő számla vizsgálata néha utólagos fizetésnek minősül.	Gyors fizetés alatt a számlát a fizetési engedély megvizsgálása céljából vizsgálják.	entailment
Az URS dollárértéke a 7 különböző URS-típus dollárértékének átlaga.	Az URS 7 dollárértékének átlagolásához 7 különböző típusú URS-t kell átlagolni.	entailment
Mindannyian nyilvánosságot éltünk.	Mindannyian a nyilvánosság és a megtorlás történetében élünk.	neutral
i uh egy barátom egy pszichológus, és mindig arra utal, hogy rövidtávú öröm-orientáltan azt hiszem, ő egy technikai szempont, amit szeret neki alkalmazni	Barátok vagyok egy pszichológusként dolgozó személyrel.	entailment
nem látom őket, hogy értem, amikor egyetemi hallgatókat vettem egy viszonylag kis iskolába az első két évemre, és aztán nagyon nagy iskolába kerültem	Az első két évben egy kis iskolába mentem, majd egy nagyobb iskolába kerültem.	entailment
A szakértők tétlensége és a kétes öntés teszi ezeket a filmeket olyan erotikusnak, mint ...	A gyenge öntés miatt a filmek egyáltalán nem voltak szexi.	entailment
A napló legjobb erőfeszítései ellenére az adótörvény progresszív.	A folyóirat ellenére az adókód progresszív.	entailment
A régi városrészek győztesei olyan egyetemi hallgatókat gyűjthetnek össze, akiknek elődei közé tartozik a Goethe.	Főiskolai hallgatók csak lógnak a kollégiumukban.	contradictory
Egyszer kijött ebből az útból, hogy biztonságban legyen.	Már egy óráig volt a mellékutakon.	neutral
azt szeretném, hogy minden nap gyakorolhassam magam, de legalább hetente háromszor kényszerítem magam, hogy nem érzem magam, ha elég, de legalább ez az, amit csak tudok. kényszeríteni kell kényszeríteni magam, hogy ezt tegyem, mint mondtam, mert nekem tényleg nem élvezem, de tudom, hogy meg kell csinálnom azt értem, hogy csak ez az, hogy nem akarom, hogy akarom tudod	Háromszor hetente gyakorolom magam.	entailment
"Azt hiszem: ""Megállt, aztán egy alacsony, baljós hangon lassan azt mondta:"" Néha azt hiszem, hogy eladnál nekünk! - Mrs. Vandemeyer elmosolyodott és vállat vont."	Úgy véli, hogy Vandemeyer asszony soha nem fogja eladni őket.	contradictory
Ezek a politikák feltételezhetően megváltoztatják az üzleti és fogyasztói magatartást, új technológiai fejlesztéseket eredményeznek, és bővítik az önkéntes és információs programok sikerét.	Ezek a politikák feltételezhetően megváltoztatják a vállalkozások és a fogyasztók viselkedését, és technológiai fejlesztéseket is eredményeznek.	entailment
A túlzott költség okai ($ 1.	Nincs ok arra, hogy miért magas a költség.	contradictory
Ha a gyilkosok nyertek volna, megnyílik Fena Dim akadálya.	Ha a gyilkosok nyertek volna, a Fena Dim akadálya zárt maradna.	contradictory
sokan nem szavaznak, mert nem regisztráltak	Az emberek nem szavaznak, mert nem regisztrálnak.	entailment
um-hum um-hum, sajnos sajnos, sokszor olyan felelősséggel, mint amilyennek látszik, hogy tudod, hogy talán egy gyermek az egész családban, akit ismer	Néha csak egy gyermek kap minden felelősséget.	entailment
Hol van a következő rajz? - A jegyzetfüzet az asztalon feküdt közöttük.	A notebook nem található az asztalon.	contradictory
A mai nap jött.	Ma részt vett és figyelt.	neutral
Nincs szükség hosszadalmas, költséges, bizonytalan jogvitákra a törvény végrehajtására.	A törvénynek dráganek és feleslegesnek és homályosnak kell lennie.	contradictory
Megkapta, és szépen eltemette.	Az asztalra hagyta.	contradictory
Található saját privát strandján, mindössze tíz percre a repülőtértől és másodpercre a korallzátonyoktól offshore-tól.	Saját stranddal rendelkeznek.	entailment
A konzervatív újságírás világába visszautasították őket.	Kedvesen elfogadták a világukat.	contradictory
Most ezek a szervezetek, amelyek a régebbi és a kelet-keleti fejlődő és demokratizálódó nemzetek felé nyitottak a Nyugat és az észak számára, azt szolgálják.	Ezek a szervezetek egyre nyitottabbá válnak ahhoz, hogy a demokráciát keleti és déli országokhoz hozzák.	entailment
A történelem három elmélete kiemelkedő jelentőségű volt a közelmúltban megvitatott elméletekben, hullámelméletekben és cikluselméletekben.	Háromféle elmélet létezik a történelemről.	entailment
(Egyébként, a WJC oldal, amely a Washington Times webhelyére hivatkozik, néhány webhely leginkább zavaró zenéjével büszkélkedhet.)	A WJC oldalon a leginkább zavaró zene van.	entailment
Fira gyönyörű, de elnyomóvá válik, amikor a látogatók a keskeny utcák tömegét tömörítik.	Ismert, hogy a látogatók tömegesek a szűk utcákon is.	entailment
"Hogyan nevezték el, szenor? """	Mi a neve, uram?	entailment
, magnézium vagy pufferanyagok) csökkenti a szükséges mészkő mennyiségét.	A Magnesuim nem csökkenti a szükséges mészkő mennyiségét.	contradictory
Néhányan úgy érzik, hogy az egészséges közömbösség, amit a politikusok teszik a magánéletükben, túl messzire ment, amikor a nemi erőszakra vonatkozó állításokat fedi le.	Vannak állítások a politikusok elleni nemi erőszak ellen.	entailment
Bár Tutankhamun lehetett volna közöttük, az egyiptomi hatóságok úgy döntöttek, hogy visszaadják őt a királyok völgyébe, és most ismét a sírjának belső szentélyében nyugszik egy kő szarkofágban.	Tutankhament más királyok veszik körül a sírjában.	neutral
igen, rossz volt, igen nagy változás volt	A változás több mint száz embert érintett.	neutral
De azt hiszem, a púp nem állt olyan sokáig az esőben, és bármi másnak tűnt jobbnak, mintha nem csinálna semmit.	De azt hiszem, a kupacot olyan sokáig álltam az esőben, mert monszunszezon volt.	neutral
A dollár és a jel (és más pénznemek) ma nem mennek olyan messzire, mint egykor, de a külföldi látogatók és lengyel társaik csak elégedettek lehetnek a kereskedelem megnyitásával és a piacon az áruk szélesebb választékával.	Lengyelország valutái leértékelődtek.	entailment
Együtt dolgozva a tagok nemcsak az információs technológia és a menedzsment érdekeit tükrözik, hanem a felhasználói közösséget és a projektek érdekeltjeit, valamint holisztikus keveréket biztosítanak a technikai, projektmenedzsment, az értékkezelés, a költségvetés, a pénzügyek és a beszerzési készségek és képességek között. misszió szükségleteit.	A tagok nem törődnek a felhasználói közösségükkel.	contradictory
A szállodát jelenleg a világ egyik leggazdagabb embere, a Brunei szultán, aki 100 millió dollárnyi ragyogó nagyságrendjére állította vissza.	A szálloda egykor nagyon nagy volt, majd elbukott, ahol marad.	contradictory
A gyűjtemény egyik legjelentősebb története, az 1956-ban megjelent A Coupla Scalped indiánok, és esetleg egy új regény töredéke, a legnagyobb csalódás, hiszen itt a legújabb Ellison dolgozik.	1956 májusában megjelent a Coupla Scalped indiánok.	neutral
miért csinálták a fagyasztóban	Tudom, miért tették a fagyasztóban.	contradictory
Műszerdobozok	Konfigurációk.	entailment
Ibrahim Pa egykori palotájában elhelyezett gyűjtemény? ̡ a csodálatos Seleyman fia, megvilágított koránok, burkolt korán dobozok, antik szőnyegek, kerámia és perzsa miniatúrák.	Seleymannak, a Csodálatosnak nincsenek törvényei, vagy bármilyen törvényei.	contradictory
A jelenlegi árfolyamon ez jelentősen meghaladja a kétszázötvenezer fontot.	Az összeg kétszázötvennyolc ezer font.	neutral
Csak rágják meg, és kinyújtják.	Nagyon keményen bánnak veled.	entailment
Véletlenül ez is az iskoláink állapota, a News Quiz résztvevői szerint.	Senki nem vett részt a Hírek Kvízben.	contradictory
Valójában, a tőke korszakának története egyre inkább az asszociatív múlté válik, amit díszként, jutalomként vagy fegyverként lehet felfogni.	A főváros története kitartó.	contradictory
Lehet, hogy leállítanak, hogy megnyugtassák a rossz szerencsét.	Lehet, hogy feláldozhatnak, hogy segítsenek maguknak.	neutral
